code,readability_level
"def validate_metadata(nb: MutableMapping[str, Any]) -> None:
    """"""If notebook is marked as non-Python, don't format it.

    All notebook metadata fields are optional, see
    https://nbformat.readthedocs.io/en/latest/format_description.html. So
    if a notebook has empty metadata, we will try to parse it anyway.
    """"""
    language = nb.get(""metadata"", {}).get(""language_info"", {}).get(""name"", None)
    if language is not None and language != ""python"":
        raise NothingChanged from None",High
"def format_ipynb_string(src_contents: str, *, fast: bool, mode: Mode) -> FileContent:
    """"""Format Jupyter notebook.

    Operate cell-by-cell, only on code cells, only for Python notebooks.
    If the ``.ipynb`` originally had a trailing newline, it'll be preserved.
    """"""
    if not src_contents:
        raise NothingChanged

    trailing_newline = src_contents[-1] == ""\n""
    modified = False
    nb = json.loads(src_contents)
    validate_metadata(nb)
    for cell in nb[""cells""]:
        if cell.get(""cell_type"", None) == ""code"":
            try:
                src = """".join(cell[""source""])
                dst = format_cell(src, fast=fast, mode=mode)
            except NothingChanged:
                pass
            else:
                cell[""source""] = dst.splitlines(keepends=True)
                modified = True
    if modified:
        dst_contents = json.dumps(nb, indent=1, ensure_ascii=False)
        if trailing_newline:
            dst_contents = dst_contents + ""\n""
        return dst_contents
    else:
        raise NothingChanged",High
"def is_unpacking_comprehension(node: LN) -> bool:
    if node.type not in {syms.listmaker, syms.testlist_gexp, syms.dictsetmaker}:
        return False

    if not any(
        child.type in {syms.comp_for, syms.old_comp_for} for child in node.children
    ):
        return False

    first_child = node.children[0]
    return first_child.type == syms.star_expr or first_child.type == token.DOUBLESTAR",High
"def _contains_asexpr(node: Node | Leaf) -> bool:
    """"""Return True if `node` contains an as-pattern.""""""
    if node.type == syms.asexpr_test:
        return True
    elif node.type == syms.atom:
        if (
            len(node.children) == 3
            and node.children[0].type == token.LPAR
            and node.children[2].type == token.RPAR
        ):
            return _contains_asexpr(node.children[1])
    elif node.type == syms.testlist_gexp:
        return any(_contains_asexpr(child) for child in node.children)
    return False",High
"def detect_target_versions(
    node: Node, *, future_imports: set[str] | None = None
) -> set[TargetVersion]:
    """"""Detect the version to target based on the nodes used.""""""
    features = get_features_used(node, future_imports=future_imports)
    return {
        version for version in TargetVersion if features <= VERSION_TO_FEATURES[version]
    }",High
"def _black_info() -> str:
    return (
        f""Black {__version__} on ""
        f""Python ({platform.python_implementation()}) {platform.python_version()}""
    )",Medium
"def patched_main() -> None:
    # PyInstaller patches multiprocessing to need freeze_support() even in non-Windows
    # environments so just assume we always need to call it if frozen.
    if getattr(sys, ""frozen"", False):
        from multiprocessing import freeze_support

        freeze_support()

    main()


if __name__ == ""__main__"":
    patched_main()",High
"class BracketMatchError(Exception):
    """"""Raised when an opening bracket is unable to be matched to a closing bracket.""""""


@dataclass",Medium
"def is_split_after_delimiter(leaf: Leaf) -> Priority:
    """"""Return the priority of the `leaf` delimiter, given a line break after it.

    The delimiter priorities returned here are from those delimiters that would
    cause a line break after themselves.

    Higher numbers are higher priority.
    """"""
    if leaf.type == token.COMMA:
        # For-target commas are tuple-packing, not list delimiters; splitting
        # on them produces invalid Python if `for` lands on another line (#4296).
        parent = leaf.parent
        if parent is not None and parent.type == syms.exprlist:
            grandparent = parent.parent
            if grandparent is not None and grandparent.type in {
                syms.comp_for,
                syms.old_comp_for,
                syms.for_stmt,
            }:
                return 0
        return COMMA_PRIORITY

    return 0",High
"def max_delimiter_priority_in_atom(node: LN) -> Priority:
    """"""Return maximum delimiter priority inside `node`.

    This is specific to atoms with contents contained in a pair of parentheses.
    If `node` isn't an atom or there are no enclosing parentheses, returns 0.
    """"""
    if node.type != syms.atom:
        return 0

    first = node.children[0]
    last = node.children[-1]
    if not (first.type == token.LPAR and last.type == token.RPAR):
        return 0

    bt = BracketTracker()
    for c in node.children[1:-1]:
        if isinstance(c, Leaf):
            bt.mark(c)
        else:
            for leaf in c.leaves():
                bt.mark(leaf)
    try:
        return bt.max_delimiter_priority()

    except ValueError:
        return 0",Medium
"def get_leaves_inside_matching_brackets(leaves: Sequence[Leaf]) -> set[LeafID]:
    """"""Return leaves that are inside matching brackets.

    The input `leaves` can have non-matching brackets at the head or tail parts.
    Matching brackets are included.
    """"""
    try:
        # Start with the first opening bracket and ignore closing brackets before.
        start_index = next(
            i for i, l in enumerate(leaves) if l.type in OPENING_BRACKETS
        )
    except StopIteration:
        return set()
    bracket_stack = []
    ids = set()
    for i in range(start_index, len(leaves)):
        leaf = leaves[i]
        if leaf.type in OPENING_BRACKETS:
            bracket_stack.append((BRACKET[leaf.type], i))
        if leaf.type in CLOSING_BRACKETS:
            if bracket_stack and leaf.type == bracket_stack[-1][0]:
                _, start = bracket_stack.pop()
                for j in range(start, i + 1):
                    ids.add(id(leaves[j]))
            else:
                break
    return ids",Medium
"def get_cache_dir() -> Path:
    """"""Get the cache directory used by black.

    Users can customize this directory on all systems using `BLACK_CACHE_DIR`
    environment variable. By default, the cache directory is the user cache directory
    under the black application.

    This result is immediately set to a constant `black.cache.CACHE_DIR` as to avoid
    repeated calls.
    """"""
    # NOTE: Function mostly exists as a clean way to test getting the cache directory.
    default_cache_dir = user_cache_dir(""black"")
    cache_dir = Path(os.environ.get(""BLACK_CACHE_DIR"", default_cache_dir))
    cache_dir = cache_dir / __version__
    return cache_dir


CACHE_DIR = get_cache_dir()",High
"def get_cache_file(mode: Mode) -> Path:
    return CACHE_DIR / f""cache.{mode.get_cache_key()}.pickle""


@dataclass",Medium
"class ProtoComment:
    """"""Describes a piece of syntax that is a comment.

    It's not a :class:`blib2to3.pytree.Leaf` so that:

    * it can be cached (`Leaf` objects should not be reused more than once as
      they store their lineno, column, prefix, and parent information);
    * `newlines` and `consumed` fields are kept separate from the `value`. This
      simplifies handling of special marker comments like ``# fmt: off/on``.
    """"""

    type: int  # token.COMMENT or STANDALONE_COMMENT
    value: str  # content of the comment
    newlines: int  # how many newlines before the comment
    consumed: int  # how many characters of the original leaf's prefix did we consume
    form_feed: bool  # is there a form feed before the comment
    leading_whitespace: str  # leading whitespace before the comment, if any",High
"def normalize_trailing_prefix(leaf: LN, total_consumed: int) -> None:
    """"""Normalize the prefix that's left over after generating comments.

    Note: don't use backslashes for formatting or you'll lose your voting rights.
    """"""
    remainder = leaf.prefix[total_consumed:]
    if ""\\"" not in remainder:
        nl_count = remainder.count(""\n"")
        form_feed = ""\f"" in remainder and remainder.endswith(""\n"")
        leaf.prefix = make_simple_prefix(nl_count, form_feed)
        return

    leaf.prefix = """"",Medium
"def normalize_fmt_off(
    node: Node, mode: Mode, lines: Collection[tuple[int, int]]
) -> None:
    """"""Convert content between `# fmt: off`/`# fmt: on` into standalone comments.""""""
    try_again = True
    while try_again:
        try_again = convert_one_fmt_off_pair(node, mode, lines)",High
"def _should_process_fmt_comment(
    comment: ProtoComment, leaf: Leaf
) -> tuple[bool, bool, bool]:
    """"""Check if comment should be processed for fmt handling.

    Returns (should_process, is_fmt_off, is_fmt_skip).
    """"""
    is_fmt_off = contains_fmt_directive(comment.value, FMT_OFF)
    is_fmt_skip = contains_fmt_directive(comment.value, FMT_SKIP)

    if not is_fmt_off and not is_fmt_skip:
        return False, False, False

    # Invalid use when `# fmt: off` is applied before a closing bracket
    if is_fmt_off and leaf.type in CLOSING_BRACKETS:
        return False, False, False

    return True, is_fmt_off, is_fmt_skip",High
"def _is_valid_standalone_fmt_comment(
    comment: ProtoComment, leaf: Leaf, is_fmt_off: bool, is_fmt_skip: bool
) -> bool:
    """"""Check if comment is a valid standalone fmt directive.

    We only want standalone comments. If there's no previous leaf or if
    the previous leaf is indentation, it's a standalone comment in disguise.
    """"""
    if comment.type == STANDALONE_COMMENT:
        return True

    prev = preceding_leaf(leaf)
    if not prev:
        return True

    # Treat STANDALONE_COMMENT nodes as whitespace for check
    if is_fmt_off and prev.type not in WHITESPACE and prev.type != STANDALONE_COMMENT:
        return False
    if is_fmt_skip and prev.type in WHITESPACE:
        return False

    return True",High
"def _should_keep_compound_statement_inline(
    body_node: Node, simple_stmt_parent: Node
) -> bool:
    """"""Check if a compound statement should be kept on one line.

    Returns True only for compound statements with semicolon-separated bodies,
    like: if True: print(""a""); print(""b"")  # fmt: skip
    """"""
    # Check if there are semicolons in the body
    for leaf in body_node.leaves():
        if leaf.type == token.SEMI:
            # Verify it's a single-line body (one simple_stmt)
            if body_node.type == syms.suite:
                # After formatting: check suite has one simple_stmt child
                simple_stmts = [
                    child
                    for child in body_node.children
                    if child.type == syms.simple_stmt
                ]
                return len(simple_stmts) == 1 and simple_stmts[0] is simple_stmt_parent
            else:
                # Original form: body_node IS the simple_stmt
                return body_node is simple_stmt_parent
    return False",High
"def _get_compound_statement_header(
    body_node: Node, simple_stmt_parent: Node
) -> list[LN]:
    """"""Get header nodes for a compound statement that should be preserved inline.""""""
    if not _should_keep_compound_statement_inline(body_node, simple_stmt_parent):
        return []

    # Get the compound statement (parent of body)
    compound_stmt = body_node.parent
    if compound_stmt is None or compound_stmt.type not in _COMPOUND_STATEMENTS:
        return []

    # Collect all header leaves before the body
    header_leaves: list[LN] = []
    for child in compound_stmt.children:
        if child is body_node:
            break
        if isinstance(child, Leaf):
            if child.type not in (token.NEWLINE, token.INDENT):
                header_leaves.append(child)
        else:
            header_leaves.extend(child.leaves())
    return header_leaves",High
